订单号,商品编码   ,商品名称              ,销售数量,应收金额 ,实收金额
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.16
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.16
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,4   ,28   ,25.2
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,11
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,11
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,11
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,11
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,11
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,11
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,11
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,11
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,5.5
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,11
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,11
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,11
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,    ,14   ,11
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,11
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,11
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,11
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,11
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,11
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,11
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,20  ,140  ,137
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,11
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,11
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,11
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,11
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,11
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,10  ,70   ,63
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,7
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,7
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,6   ,42   ,40.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,7
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,    ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,5   ,35   ,35
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,7
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,4   ,28   ,26.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,7
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,7
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,7
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,7
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,7
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,10  ,70   ,70
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,0   ,0    ,0
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,3   ,21   ,19.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,7
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,5.8
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,11.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,11.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,11.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,11.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,11.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,7
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,11.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,4   ,28   ,26.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,    ,7    ,7
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,5   ,35   ,31.5
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.16
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,3   ,21   ,19.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,4   ,28   ,26.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,5   ,35   ,30.8
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.16
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.16
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,14
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,    ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861457 ,富马酸比索洛尔片(康忻)      ,2   ,61.6 ,61.6
1  ,861457 ,富马酸比索洛尔片(康忻)      ,2   ,61.6 ,61.6
1  ,861457 ,富马酸比索洛尔片(康忻)      ,3   ,92.4 ,90.55
1  ,861457 ,富马酸比索洛尔片(康忻)      ,3   ,92.4 ,92.4
1  ,861457 ,富马酸比索洛尔片(康忻)      ,2   ,61.6 ,61.6
1  ,861457 ,富马酸比索洛尔片(康忻)      ,5   ,154  ,154
1  ,861457 ,富马酸比索洛尔片(康忻)      ,2   ,61.6 ,61.6
1  ,861457 ,富马酸比索洛尔片(康忻)      ,2   ,61.6 ,60.37
1  ,861457 ,富马酸比索洛尔片(康忻)      ,3   ,92.4 ,92.4
1  ,861457 ,富马酸比索洛尔片(康忻)      ,1   ,30.8 ,30.18
1  ,861457 ,富马酸比索洛尔片(康忻)      ,2   ,61.6 ,61.6
1  ,861457 ,富马酸比索洛尔片(康忻)      ,1   ,30.8 ,30.8
1  ,861457 ,富马酸比索洛尔片(康忻)      ,2   ,61.6 ,61.6
1  ,861457 ,富马酸比索洛尔片(康忻)      ,2   ,61.6 ,61.6
1  ,861457 ,富马酸比索洛尔片(康忻)      ,3   ,92.4 ,92.4
1  ,861457 ,富马酸比索洛尔片(康忻)      ,1   ,30.8 ,30.8
1  ,861457 ,富马酸比索洛尔片(康忻)      ,1   ,30.8 ,30.8
1  ,861457 ,富马酸比索洛尔片(康忻)      ,5   ,154  ,150.92
1  ,861457 ,富马酸比索洛尔片(康忻)      ,3   ,92.4 ,92.4
1  ,861457 ,富马酸比索洛尔片(康忻)      ,2   ,61.6 ,58.6
1  ,861457 ,富马酸比索洛尔片(康忻)      ,10  ,308  ,308
1  ,861457 ,富马酸比索洛尔片(康忻)      ,2   ,61.6 ,61.6
1  ,861457 ,富马酸比索洛尔片(康忻)      ,1   ,30.8 ,30.8
1  ,861457 ,富马酸比索洛尔片(康忻)      ,1   ,30.8 ,30.8
1  ,861457 ,富马酸比索洛尔片(康忻)      ,5   ,154  ,154
1  ,861457 ,富马酸比索洛尔片(康忻)      ,1   ,30.8 ,30.18
1  ,861457 ,富马酸比索洛尔片(康忻)      ,2   ,61.6 ,61.6
1  ,861457 ,富马酸比索洛尔片(康忻)      ,1   ,30.8 ,30.18
1  ,861457 ,富马酸比索洛尔片(康忻)      ,5   ,154  ,154
1  ,861457 ,富马酸比索洛尔片(康忻)      ,4   ,123.2,123.2
1  ,861457 ,富马酸比索洛尔片(康忻)      ,2   ,61.6 ,60.37
1  ,861457 ,富马酸比索洛尔片(康忻)      ,3   ,92.4 ,92.4
1  ,861457 ,富马酸比索洛尔片(康忻)      ,2   ,61.6 ,61.6
1  ,861457 ,富马酸比索洛尔片(康忻)      ,2   ,61.6 ,60.37
1  ,861457 ,富马酸比索洛尔片(康忻)      ,4   ,123.2,120.74
1  ,861457 ,富马酸比索洛尔片(康忻)      ,2   ,61.6 ,61.6
1  ,861457 ,富马酸比索洛尔片(康忻)      ,2   ,61.6 ,61.6
1  ,861457 ,富马酸比索洛尔片(康忻)      ,2   ,61.6 ,60.37
1  ,861457 ,富马酸比索洛尔片(康忻)      ,1   ,30.8 ,30.8
1  ,861457 ,富马酸比索洛尔片(康忻)      ,1   ,30.8 ,30.8
1  ,861457 ,富马酸比索洛尔片(康忻)      ,2   ,61.6 ,61.6
1  ,861457 ,富马酸比索洛尔片(康忻)      ,2   ,61.6 ,60.37
1  ,861457 ,富马酸比索洛尔片(康忻)      ,1   ,30.8 ,30.8
1  ,861457 ,富马酸比索洛尔片(康忻)      ,10  ,308  ,308
1  ,861457 ,富马酸比索洛尔片(康忻)      ,1   ,30.8 ,30.8
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),1   ,10.3 ,9.2
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.13
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),1   ,10.3 ,9.06
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.13
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.13
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),6   ,61.8 ,59.6
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.13
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),3   ,30.9 ,27.6
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),5   ,51.5 ,49.3
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),1   ,10.3 ,9.2
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),1   ,10.3 ,9.2
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.13
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),3   ,30.9 ,28.7
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),3   ,30.9 ,28.7
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),1   ,10.3 ,9.2
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),4   ,41.2 ,39
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.13
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),1   ,10.3 ,9.2
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.13
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),1   ,10.3 ,9.2
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),    ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),4   ,41.2 ,42.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),1   ,10.3 ,9.2
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),1   ,10.3 ,9.2
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),1   ,10.3 ,9.2
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),5   ,51.5 ,49.03
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),3   ,30.9 ,28.7
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),5   ,51.5 ,46
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.13
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.13
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.13
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.13
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.12
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),1   ,10.3 ,9.2
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),1   ,10.3 ,9.2
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),1   ,10.3 ,10.3
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),1   ,10.3 ,9.06
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),1   ,10.3 ,9.2
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),1   ,10.3 ,9.2
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.13
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.13
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.13
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.13
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.13
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),1   ,10.3 ,9.2
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),1   ,10.3 ,9.2
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.13
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.13
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.13
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.13
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),1   ,10.3 ,9.2
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),10  ,103  ,103
