    ,color          ,director_name                   ,duration,actor_3_facebook_likes,actor_2_name                ,actor_1_facebook_likes,gross      ,genres                                                          ,actor_1_name               ,num_voted_users,actor_3_name                 ,language  ,country             ,content_rating,budget       ,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
1052,Color          ,Oliver Parker                   ,101.0   ,104.0                 ,Tim McInnerny               ,219.0                 ,8129455.0  ,Action|Adventure|Comedy|Crime                                   ,Tom Hanks                  ,71754.0        ,Rosie O'Donnell              ,English   ,USA                 ,PG            ,40000000.0   ,1992.0    ,923.0                 ,7.2       ,2.35        ,0.0
1053,Color          ,Lawrence Kasanoff               ,91.0    ,500.0                 ,Larry Miller                ,719.0                 ,           ,Action|Animation|Comedy|Family|Fantasy                          ,Javier Botet               ,64989.0        ,Robin Atkin Downes           ,English   ,USA                 ,R             ,40000000.0   ,2016.0    ,575.0                 ,7.8       ,2.35        ,40000.0
1054,Color          ,Ben Affleck                     ,130.0   ,650.0                 ,Scoot McNairy               ,1000.0                ,136019448.0,Biography|Drama|History|Thriller                                ,Andrew Garfield            ,479453.0       ,Marcella Lentz-Pope          ,English   ,USA                 ,PG-13         ,40000000.0   ,2010.0    ,349.0                 ,7.7       ,2.35        ,74000.0
1055,Color          ,Andrew Davis                    ,130.0   ,812.0                 ,Daniel Roebuck              ,11000.0               ,183875760.0,Action|Adventure|Crime|Drama|Mystery|Thriller                   ,Carmen Perez               ,132048.0       ,Sachiko Ishida               ,English   ,USA                 ,PG-13         ,40000000.0   ,2009.0    ,50.0                  ,6.4       ,2.35        ,12000.0
1056,Color          ,Andy Tennant                    ,110.0   ,789.0                 ,Dorian Missick              ,18000.0               ,67061228.0 ,Action|Comedy|Romance                                           ,Beau Mirchoff              ,93748.0        ,Regina Hall                  ,English   ,USA                 ,PG-13         ,45000000.0   ,2006.0    ,869.0                 ,5.1       ,1.85        ,1000.0
1057,Black and White,Barry Levinson                  ,147.0   ,893.0                 ,Brad Pitt                   ,22000.0               ,53300852.0 ,Crime|Drama|Thriller                                            ,Kelly Rutherford           ,98535.0        ,Nancy O'Dell                 ,English   ,USA                 ,R             ,40000000.0   ,2000.0    ,157.0                 ,5.5       ,2.35        ,0.0
1058,Color          ,George P. Cosmatos              ,96.0    ,668.0                 ,Julia Nickson               ,13000.0               ,150415432.0,Action|Adventure|Thriller|War                                   ,Lea Thompson               ,283480.0       ,Thomas F. Wilson             ,English   ,USA                 ,PG            ,40000000.0   ,1990.0    ,869.0                 ,7.4       ,1.37        ,0.0
1059,Color          ,Brian Gibson                    ,118.0   ,643.0                 ,Demi Moore                  ,23000.0               ,44834712.0 ,Drama|Thriller                                                  ,Will Ferrell               ,85629.0        ,Craig T. Nelson              ,English   ,USA                 ,R             ,40000000.0   ,2015.0    ,2000.0                ,6.0       ,1.85        ,14000.0
1060,Color          ,Norman Ferguson                 ,88.0    ,40.0                  ,Dickie Jones                ,1000.0                ,84300000.0 ,Animation|Family|Fantasy|Musical                                ,Keanu Reeves               ,143835.0       ,Gary Oldman                  ,English   ,USA                 ,R             ,40000000.0   ,1992.0    ,12000.0               ,7.5       ,1.85        ,14000.0
1061,Color          ,Michael Cimino                  ,325.0   ,678.0                 ,Sam Waterston               ,12000.0               ,1500000.0  ,Adventure|Drama|Western                                         ,Meryl Streep               ,79264.0        ,Vanessa Ferlito              ,English   ,USA                 ,PG-13         ,40000000.0   ,2009.0    ,935.0                 ,7.0       ,1.85        ,13000.0
1062,Color          ,Len Wiseman                     ,102.0   ,520.0                 ,Tony Curran                 ,956.0                 ,62318875.0 ,Action|Adventure|Fantasy|Sci-Fi|Thriller                        ,Harrison Ford              ,66511.0        ,Nicole Beharie               ,English   ,USA                 ,PG-13         ,40000000.0   ,2013.0    ,3000.0                ,7.5       ,2.35        ,28000.0
1063,Color          ,Paul McGuigan                   ,110.0   ,287.0                 ,Spencer Wilding             ,11000.0               ,5773519.0  ,Drama|Horror|Sci-Fi|Thriller                                    ,Philip Seymour Hoffman     ,137891.0       ,Jack Davenport               ,English   ,USA                 ,R             ,40000000.0   ,1999.0    ,13000.0               ,7.3       ,1.85        ,0.0
1064,Color          ,Gus Van Sant                    ,136.0   ,225.0                 ,Rob Brown                   ,670.0                 ,51768623.0 ,Drama                                                           ,Bill Murray                ,97045.0        ,Rob Riggle                   ,English   ,USA                 ,PG-13         ,35000000.0   ,2014.0    ,899.0                 ,5.7       ,1.85        ,55000.0
1065,Color          ,Betty Thomas                    ,103.0   ,664.0                 ,Viggo Mortensen             ,12000.0               ,37035515.0 ,Comedy|Drama                                                    ,Paul Walker                ,48806.0        ,Wendy Crewson                ,English   ,USA                 ,PG            ,40000000.0   ,2006.0    ,984.0                 ,7.3       ,2.35        ,11000.0
1066,Color          ,Louis Leterrier                 ,103.0   ,5000.0                ,Jet Li                      ,11000.0               ,24520892.0 ,Action|Crime|Drama|Thriller                                     ,Robert De Niro             ,130661.0       ,Rene Russo                   ,English   ,USA                 ,PG-13         ,35000000.0   ,2015.0    ,11000.0               ,7.2       ,1.85        ,54000.0
1067,Color          ,Roger Kumble                    ,90.0    ,16.0                  ,Lillian Adams               ,44.0                  ,24430272.0 ,Comedy|Romance                                                  ,Olivia Munn                ,28621.0        ,Bruce McGill                 ,English   ,USA                 ,PG-13         ,40000000.0   ,2016.0    ,874.0                 ,5.9       ,2.35        ,0.0
1068,Color          ,Sydney Pollack                  ,154.0   ,957.0                 ,Holly Hunter                ,10000.0               ,158348400.0,Drama|Mystery|Thriller                                          ,Wes Studi                  ,113068.0       ,Eric Schweig                 ,English   ,USA                 ,R             ,40000000.0   ,1992.0    ,363.0                 ,7.8       ,2.35        ,0.0
1069,Color          ,Burr Steers                     ,99.0    ,135.0                 ,Charlie Tahan               ,405.0                 ,31136950.0 ,Drama|Fantasy|Romance                                           ,Bokeem Woodbine            ,110394.0       ,Harry Lennix                 ,English   ,USA                 ,PG-13         ,40000000.0   ,2004.0    ,876.0                 ,7.7       ,1.85        ,0.0
1070,Color          ,Simon West                      ,93.0    ,350.0                 ,Tony Goldwyn                ,26000.0               ,29113588.0 ,Action|Crime|Thriller                                           ,Rosario Dawson             ,656640.0       ,Jason Douglas                ,English   ,USA                 ,R             ,40000000.0   ,2005.0    ,472.0                 ,8.1       ,1.85        ,13000.0
1071,Color          ,Phil Lord                       ,109.0   ,839.0                 ,Dax Flame                   ,17000.0               ,138447667.0,Action|Comedy|Crime                                             ,Dennis Quaid               ,127528.0       ,William Hurt                 ,English   ,USA                 ,PG-13         ,40000000.0   ,2008.0    ,897.0                 ,6.6       ,2.35        ,0.0
1072,Color          ,Roger Michell                   ,124.0   ,427.0                 ,Clarke Peters               ,8000.0                ,116006080.0,Comedy|Drama|Romance                                            ,J.K. Simmons               ,166194.0       ,Jane Curtin                  ,English   ,USA                 ,R             ,40000000.0   ,2009.0    ,4000.0                ,7.1       ,1.85        ,0.0
1073,Color          ,Peter Lord                      ,84.0    ,206.0                 ,Miranda Richardson          ,579.0                 ,106793915.0,Adventure|Animation|Comedy|Drama|Family                         ,Jason Alexander            ,109445.0       ,Susan Ward                   ,English   ,USA                 ,PG-13         ,40000000.0   ,2001.0    ,655.0                 ,5.9       ,1.85        ,0.0
1074,Color          ,John Hamburg                    ,90.0    ,650.0                 ,Masi Oka                    ,22000.0               ,87856565.0 ,Comedy|Romance                                                  ,Sally Kirkland             ,113472.0       ,Cheryl Penland               ,English   ,France              ,R             ,40000000.0   ,1991.0    ,256.0                 ,8.0       ,2.35        ,0.0
1075,Color          ,Reginald Hudlin                 ,117.0   ,547.0                 ,Eartha Kitt                 ,723.0                 ,70100000.0 ,Comedy|Drama|Romance                                            ,Chloë Grace Moretz         ,31968.0        ,Marisol Nichols              ,English   ,USA                 ,PG-13         ,40000000.0   ,2006.0    ,826.0                 ,4.6       ,1.85        ,663.0
1076,Color          ,Paul Feig                       ,123.0   ,749.0                 ,William Xifaras             ,975.0                 ,159578352.0,Action|Comedy|Crime                                             ,J.K. Simmons               ,87351.0        ,Julia Roberts                ,English   ,USA                 ,R             ,34000000.0   ,2001.0    ,11000.0               ,6.1       ,2.35        ,2000.0
1077,Color          ,Joseph L. Mankiewicz            ,251.0   ,595.0                 ,Richard Burton              ,940.0                 ,57750000.0 ,Biography|Drama|History|Romance                                 ,Finn Wittrock              ,103589.0       ,Alex Russell                 ,English   ,USA                 ,PG-13         ,65000000.0   ,2014.0    ,698.0                 ,7.2       ,2.35        ,35000.0
1078,Color          ,Frank Coraci                    ,105.0   ,491.0                 ,Reggie Lee                  ,4000.0                ,45290318.0 ,Action|Comedy|Sport                                             ,Matthew Perry              ,146899.0       ,Thomas Lennon                ,English   ,USA                 ,PG-13         ,20000000.0   ,2009.0    ,2000.0                ,6.4       ,2.35        ,0.0
1079,Color          ,Carl Franklin                   ,115.0   ,505.0                 ,Adam Scott                  ,11000.0               ,41543207.0 ,Crime|Drama|Mystery|Thriller                                    ,Don Johnson                ,104481.0       ,David Thornton               ,English   ,USA                 ,PG-13         ,40000000.0   ,2014.0    ,971.0                 ,6.0       ,2.35        ,16000.0
1080,Color          ,Barbra Streisand                ,122.0   ,292.0                 ,Austin Pendleton            ,12000.0               ,41252428.0 ,Comedy|Drama|Romance                                            ,Krista Allen               ,75345.0        ,Shantel VanSanten            ,English   ,USA                 ,R             ,40000000.0   ,2009.0    ,137000.0              ,5.2       ,2.35        ,0.0
1081,Color          ,Mark Pellington                 ,119.0   ,395.0                 ,Will Patton                 ,650.0                 ,35228696.0 ,Drama|Horror|Mystery|Thriller                                   ,Tom Hanks                  ,178118.0       ,Amy Ryan                     ,English   ,USA                 ,PG-13         ,40000000.0   ,2015.0    ,535.0                 ,7.6       ,2.35        ,55000.0
1082,Color          ,Larry Charles                   ,81.0    ,412.0                 ,Elton John                  ,468.0                 ,59992760.0 ,Comedy                                                          ,Joaquim de Almeida         ,86902.0        ,Sam Jaeger                   ,English   ,USA                 ,PG-13         ,40000000.0   ,2001.0    ,563.0                 ,6.4       ,2.35        ,0.0
1083,Color          ,John Glen                       ,133.0   ,275.0                 ,Talisa Soto                 ,683.0                 ,34667015.0 ,Action|Adventure|Thriller                                       ,Pink                       ,147317.0       ,Lino Facioli                 ,English   ,USA                 ,R             ,             ,2010.0    ,719.0                 ,6.4       ,1.85        ,12000.0
1084,Color          ,Catherine Hardwicke             ,100.0   ,913.0                 ,Billy Burke                 ,10000.0               ,37652565.0 ,Fantasy|Horror|Mystery|Thriller                                 ,Lisa Ann Walter            ,35508.0        ,Omar Benson Miller           ,English   ,USA                 ,PG-13         ,50000000.0   ,2004.0    ,593.0                 ,6.1       ,1.85        ,0.0
1085,Color          ,John Herzfeld                   ,120.0   ,808.0                 ,Charlize Theron             ,22000.0               ,24375436.0 ,Action|Crime|Drama|Thriller                                     ,Kirsten Dunst              ,77415.0        ,Robert Picardo               ,English   ,USA                 ,PG-13         ,40000000.0   ,1998.0    ,835.0                 ,6.1       ,2.35        ,0.0
1086,Color          ,Annabel Jankel                  ,104.0   ,687.0                 ,Fisher Stevens              ,5000.0                ,20915465.0 ,Adventure|Comedy|Family|Fantasy|Sci-Fi                          ,Michael Jai White          ,52805.0        ,Miko Hughes                  ,English   ,USA                 ,R             ,40000000.0   ,1997.0    ,2000.0                ,5.2       ,1.85        ,0.0
1087,Color          ,Andrew Niccol                   ,122.0   ,16.0                  ,Jeremy Crutchley            ,12000.0               ,24127895.0 ,Crime|Drama|Thriller                                            ,Henry Cavill               ,104991.0       ,Michael Wincott              ,English   ,UK                  ,PG-13         ,35000000.0   ,2002.0    ,1000.0                ,7.7       ,1.85        ,0.0
1088,Black and White,Yimou Zhang                     ,80.0    ,576.0                 ,Tony Chiu Wai Leung         ,5000.0                ,84961.0    ,Action|Adventure|History                                        ,Matthew McConaughey        ,173848.0       ,Frances Fisher               ,English   ,USA                 ,R             ,40000000.0   ,2011.0    ,980.0                 ,7.3       ,2.35        ,25000.0
1089,Color          ,Julie Anne Robinson             ,91.0    ,497.0                 ,Debbie Reynolds             ,922.0                 ,26404753.0 ,Action|Comedy|Crime|Romance|Thriller                            ,Liam Neeson                ,210542.0       ,Aidan Quinn                  ,English   ,UK                  ,PG-13         ,30000000.0   ,2011.0    ,903.0                 ,6.9       ,2.35        ,29000.0
1090,Color          ,Evan Goldberg                   ,112.0   ,365.0                 ,Randall Park                ,11000.0               ,6105175.0  ,Comedy                                                          ,Christian Bale             ,844052.0       ,Scarlett Johansson           ,English   ,USA                 ,PG-13         ,40000000.0   ,2006.0    ,20000.0               ,8.5       ,2.35        ,49000.0
1091,Color          ,Sngmoo Lee                      ,100.0   ,433.0                 ,Dong-gun Jang               ,624.0                 ,5664251.0  ,Action|Fantasy|Western                                          ,Kevin Spacey               ,114294.0       ,Lindsay Sloane               ,English   ,USA                 ,R             ,42000000.0   ,2014.0    ,11000.0               ,6.3       ,2.35        ,12000.0
1092,Black and White,                                ,30.0    ,253.0                 ,Gavin MacLeod               ,870.0                 ,           ,Comedy|War                                                      ,Brendan Fraser             ,20615.0        ,Jonathan Morgan Heit         ,English   ,USA                 ,PG            ,40000000.0   ,2013.0    ,190.0                 ,5.9       ,2.35        ,0.0
1093,Color          ,Jean-Pierre Jeunet              ,105.0   ,52.0                  ,Dany Boon                   ,1000.0                ,1260917.0  ,Action|Comedy|Crime                                             ,Rudy Youngblood            ,236000.0       ,Jonathan Brewer              ,Maya      ,USA                 ,R             ,40000000.0   ,2006.0    ,78.0                  ,7.8       ,1.85        ,14000.0
1094,Color          ,Curtis Hanson                   ,110.0   ,196.0                 ,Omar Benson Miller          ,1000.0                ,116724075.0,Drama|Music                                                     ,Joe Don Baker              ,69457.0        ,Art Malik                    ,English   ,UK                  ,PG            ,30000000.0   ,1987.0    ,244.0                 ,6.7       ,2.35        ,0.0
1095,Color          ,Jamel Debbouze                  ,101.0   ,6.0                   ,Youssef Hajdi               ,326.0                 ,           ,Adventure|Animation|Comedy|Family                               ,Topher Grace               ,171418.0       ,Derek Mears                  ,English   ,USA                 ,R             ,40000000.0   ,2010.0    ,1000.0                ,6.4       ,2.35        ,17000.0
1096,Color          ,Brian Helgeland                 ,144.0   ,996.0                 ,Rufus Sewell                ,13000.0               ,56083966.0 ,Action|Adventure|Romance                                        ,Brian Dennehy              ,7900.0         ,Roscoe Lee Browne            ,English   ,USA                 ,PG            ,40000000.0   ,1986.0    ,568.0                 ,5.9       ,2.35        ,263.0
1097,Color          ,Gordon Chan                     ,108.0   ,96.0                  ,Lee Evans                   ,687.0                 ,22108977.0 ,Action|Comedy|Fantasy                                           ,Johnny Depp                ,147504.0       ,Timothy Hutton               ,English   ,USA                 ,PG-13         ,40000000.0   ,2004.0    ,534.0                 ,6.6       ,2.35        ,0.0
1098,Color          ,M. Night Shyamalan              ,107.0   ,766.0                 ,Haley Joel Osment           ,13000.0               ,293501675.0,Drama|Mystery|Thriller                                          ,Keanu Reeves               ,114321.0       ,Ebon Moss-Bachrach           ,English   ,USA                 ,PG            ,40000000.0   ,2006.0    ,426.0                 ,6.8       ,2.35        ,0.0
1099,Color          ,Asger Leth                      ,102.0   ,54.0                  ,Mandy Gonzalez              ,107.0                 ,18600911.0 ,Action|Crime|Thriller                                           ,Gena Rowlands              ,87447.0        ,Joy Bryant                   ,English   ,USA                 ,PG-13         ,43000000.0   ,2005.0    ,351.0                 ,6.5       ,2.35        ,0.0
1100,Color          ,David Frankel                   ,100.0   ,296.0                 ,Kevin Pollak                ,734.0                 ,7204138.0  ,Comedy                                                          ,Jennifer Garner            ,37398.0        ,Common                       ,English   ,USA                 ,PG            ,25000000.0   ,2012.0    ,2000.0                ,6.6       ,1.85        ,11000.0
1101,Color          ,John G. Avildsen                ,126.0   ,225.0                 ,William Zabka               ,668.0                 ,90800000.0 ,Action|Drama|Family|Sport                                       ,Busy Philipps              ,54421.0        ,Kevin Sussman                ,English   ,USA                 ,PG-13         ,40000000.0   ,2008.0    ,689.0                 ,5.8       ,2.35        ,3000.0
1102,Color          ,David O. Russell                ,138.0   ,14000.0               ,Christian Bale              ,34000.0               ,150117807.0,Crime|Drama                                                     ,Johnny Cannizzaro          ,25465.0        ,Scott Vance                  ,English   ,USA                 ,R             ,40000000.0   ,2014.0    ,413.0                 ,6.9       ,2.35        ,16000.0
1103,Color          ,Anne Fletcher                   ,108.0   ,723.0                 ,Denis O'Hare                ,16000.0               ,163947053.0,Comedy|Drama|Romance                                            ,Matt Damon                 ,46221.0        ,Virginia Madsen              ,English   ,USA                 ,PG-13         ,40000000.0   ,1997.0    ,936.0                 ,7.1       ,2.35        ,0.0
1104,Color          ,Bruce Beresford                 ,105.0   ,298.0                 ,Annabeth Gish               ,984.0                 ,116735231.0,Crime|Mystery|Thriller                                          ,Robert Downey Jr.          ,89557.0        ,Bernard Hill                 ,English   ,USA                 ,R             ,40000000.0   ,2003.0    ,534.0                 ,5.8       ,1.85        ,0.0
1105,Color          ,Robert Zemeckis                 ,108.0   ,690.0                 ,Jeffrey Weissman            ,1000.0                ,118500000.0,Adventure|Comedy|Sci-Fi                                         ,Anthony Hopkins            ,56509.0        ,Matthew McConaughey          ,English   ,USA                 ,R             ,36000000.0   ,1997.0    ,11000.0               ,7.2       ,1.85        ,0.0
1106,Color          ,Luc Besson                      ,89.0    ,903.0                 ,Morgan Freeman              ,19000.0               ,126546825.0,Action|Sci-Fi|Thriller                                          ,Lorraine Bracco            ,17443.0        ,Sean Connery                 ,English   ,USA                 ,PG-13         ,40000000.0   ,1992.0    ,47.0                  ,6.0       ,2.35        ,694.0
1107,Color          ,Sam Taylor-Johnson              ,129.0   ,716.0                 ,Luke Grimes                 ,1000.0                ,166147885.0,Drama|Romance                                                   ,Sam Trammell               ,92789.0        ,Ian Whyte                    ,English   ,USA                 ,R             ,40000000.0   ,2007.0    ,741.0                 ,4.7       ,2.35        ,0.0
1108,Color          ,Robert Rodriguez                ,84.0    ,2000.0                ,Salma Hayek                 ,13000.0               ,111760631.0,Action|Adventure|Comedy|Family|Sci-Fi                           ,Macaulay Culkin            ,49612.0        ,Jonathan Hyde                ,English   ,USA                 ,PG            ,40000000.0   ,1994.0    ,450.0                 ,5.2       ,1.85        ,0.0
1109,Color          ,Joel Schumacher                 ,149.0   ,1000.0                ,Matthew McConaughey         ,18000.0               ,108706165.0,Crime|Drama|Thriller                                            ,J.K. Simmons               ,20201.0        ,Elaine Stritch               ,English   ,USA                 ,PG-13         ,40000000.0   ,2000.0    ,1000.0                ,5.5       ,1.85        ,0.0
1110,Color          ,Shawn Levy                      ,94.0    ,597.0                 ,Alyson Stoner               ,3000.0                ,138614544.0,Comedy|Family                                                   ,Brad Garrett               ,81334.0        ,Haley Bennett                ,English   ,USA                 ,PG-13         ,             ,2007.0    ,690.0                 ,6.5       ,1.85        ,0.0
1111,Color          ,Peter Berg                      ,121.0   ,127.0                 ,Scott Elrod                 ,480.0                 ,125069696.0,Action|Biography|Drama|Thriller|War                             ,Bobby Lee                  ,192462.0       ,Jeremy Owen                  ,English   ,USA                 ,R             ,40000000.0   ,2011.0    ,61.0                  ,7.0       ,2.35        ,42000.0
1112,Black and White,Penny Marshall                  ,128.0   ,251.0                 ,Lori Petty                  ,15000.0               ,107458785.0,Comedy|Drama|Sport                                              ,Miriam Margolyes           ,30394.0        ,Julene Renee                 ,English   ,USA                 ,PG-13         ,40000000.0   ,2012.0    ,358.0                 ,5.8       ,2.35        ,0.0
1113,Color          ,James Wan                       ,134.0   ,336.0                 ,Frances O'Connor            ,1000.0                ,102310175.0,Horror|Mystery|Thriller                                         ,Alison Brie                ,104119.0       ,Shenae Grimes-Beech          ,English   ,USA                 ,R             ,40000000.0   ,2011.0    ,741.0                 ,6.2       ,2.35        ,26000.0
1114,Color          ,David Fincher                   ,120.0   ,81.0                  ,Dustin Fitzsimons           ,10000.0               ,96917897.0 ,Biography|Drama                                                 ,Nicolas Cage               ,104564.0       ,Anthony Heald                ,English   ,Germany             ,R             ,40000000.0   ,1999.0    ,638.0                 ,6.5       ,2.35        ,0.0
1115,Color          ,Ken Kwapis                      ,129.0   ,49.0                  ,Sabrina Revelle             ,97.0                  ,93952276.0 ,Comedy|Drama|Romance                                            ,Michael Wincott            ,68159.0        ,Kathleen Quinlan             ,English   ,USA                 ,R             ,38000000.0   ,1991.0    ,576.0                 ,7.2       ,2.35        ,0.0
1116,Color          ,David Zucker                    ,89.0    ,807.0                 ,Carmen Electra              ,2000.0                ,90703745.0 ,Comedy                                                          ,James Wilcox               ,84382.0        ,Nat Faxon                    ,English   ,USA                 ,R             ,40000000.0   ,2014.0    ,392.0                 ,5.1       ,1.85        ,0.0
1117,Color          ,Wes Craven                      ,116.0   ,71.0                  ,Roger Jackson               ,287.0                 ,89138076.0 ,Horror|Mystery                                                  ,Adam Arkin                 ,10132.0        ,Jesse James                  ,English   ,Germany             ,PG-13         ,60000000.0   ,2000.0    ,258.0                 ,4.7       ,1.85        ,390.0
1118,Color          ,Robert Zemeckis                 ,118.0   ,690.0                 ,Jeffrey Weissman            ,1000.0                ,87666629.0 ,Adventure|Comedy|Sci-Fi|Western                                 ,Emma Bell                  ,83788.0        ,Courtney B. Vance            ,English   ,USA                 ,R             ,40000000.0   ,2011.0    ,682.0                 ,5.9       ,2.35        ,20000.0
1119,Color          ,Etan Cohen                      ,107.0   ,723.0                 ,Alison Brie                 ,8000.0                ,90353764.0 ,Comedy|Crime                                                    ,Jeanne Tripplehorn         ,29968.0        ,Vincent Pastore              ,English   ,UK                  ,PG-13         ,40000000.0   ,1999.0    ,683.0                 ,5.8       ,1.85        ,445.0
1120,Color          ,Francis Ford Coppola            ,155.0   ,10000.0               ,Anthony Hopkins             ,18000.0               ,82522790.0 ,Fantasy|Horror|Romance                                          ,Kevin Spacey               ,95860.0        ,Angie Dickinson              ,English   ,USA                 ,PG-13         ,40000000.0   ,2000.0    ,3000.0                ,7.2       ,1.85        ,16000.0
1121,Color          ,Nora Ephron                     ,123.0   ,923.0                 ,Mary Lynn Rajskub           ,11000.0               ,94125426.0 ,Biography|Drama|Romance                                         ,Jimmy Fallon               ,36223.0        ,Ione Skye                    ,English   ,USA                 ,PG-13         ,30000000.0   ,2005.0    ,299.0                 ,6.2       ,2.35        ,0.0
1122,Color          ,Brian Helgeland                 ,128.0   ,898.0                 ,Christopher Meloni          ,11000.0               ,95001343.0 ,Biography|Drama|Sport                                           ,Bruce Dinsmore             ,8495.0         ,Daniel Brochu                ,English   ,Canada              ,TV-Y          ,             ,          ,21.0                  ,7.4       ,1.33        ,301.0
1123,Color          ,Anthony Minghella               ,139.0   ,1000.0                ,Matt Damon                  ,22000.0               ,81292135.0 ,Crime|Drama|Thriller                                            ,Lisa Ann Walter            ,50199.0        ,Matt Walsh                   ,English   ,USA                 ,PG-13         ,40000000.0   ,2008.0    ,613.0                 ,5.7       ,2.35        ,702.0
1124,Color          ,Bobby Farrelly                  ,109.0   ,839.0                 ,Kathleen Turner             ,13000.0               ,86208010.0 ,Comedy                                                          ,Liam Neeson                ,136093.0       ,Seth MacFarlane              ,English   ,USA                 ,R             ,40000000.0   ,2014.0    ,9000.0                ,6.1       ,2.35        ,24000.0
1125,Color          ,Frank Marshall                  ,120.0   ,249.0                 ,Bruce Greenwood             ,23000.0               ,81593527.0 ,Adventure|Drama|Family                                          ,Jonathan Winters           ,18723.0        ,John Kapelos                 ,English   ,USA                 ,PG-13         ,25000000.0   ,1994.0    ,595.0                 ,6.0       ,1.85        ,0.0
1126,Color          ,Nancy Meyers                    ,121.0   ,808.0                 ,Anne Hathaway               ,22000.0               ,75274748.0 ,Comedy|Drama                                                    ,Tom Hanks                  ,81298.0        ,Stephen Henderson            ,English   ,USA                 ,PG-13         ,40000000.0   ,2011.0    ,467.0                 ,6.9       ,2.35        ,39000.0
1127,Color          ,Tim Story                       ,102.0   ,655.0                 ,Nadine Velazquez            ,2000.0                ,90835030.0 ,Action|Comedy                                                   ,Noah Bean                  ,58871.0        ,Vanessa Aspillaga            ,English   ,USA                 ,PG-13         ,40000000.0   ,2010.0    ,117.0                 ,6.5       ,2.35        ,0.0
1128,Color          ,Michael Mann                    ,117.0   ,322.0                 ,Terry Kinney                ,855.0                 ,72455275.0 ,Action|Adventure|Drama|Romance|War                              ,50 Cent                    ,35834.0        ,Marc John Jefferies          ,English   ,USA                 ,R             ,40000000.0   ,2005.0    ,1000.0                ,5.0       ,2.35        ,0.0
1129,Color          ,Taylor Hackford                 ,178.0   ,748.0                 ,Curtis Armstrong            ,904.0                 ,75305995.0 ,Biography|Drama|Music                                           ,Michael Biehn              ,25346.0        ,Anne Archer                  ,English   ,USA                 ,R             ,40000000.0   ,2000.0    ,1000.0                ,5.7       ,2.35        ,470.0
1130,Black and White,Frank Miller                    ,147.0   ,175.0                 ,Powers Boothe               ,3000.0                ,74098862.0 ,Crime|Thriller                                                  ,Rosario Dawson             ,41685.0        ,Jesse L. Martin              ,English   ,USA                 ,PG-13         ,40000000.0   ,2005.0    ,1000.0                ,7.0       ,2.35        ,3000.0
1131,Color          ,Pete Travis                     ,90.0    ,882.0                 ,Edgar Ramírez               ,2000.0                ,72266306.0 ,Crime|Drama|Mystery|Thriller                                    ,Rufus Sewell               ,12093.0        ,Angela Bettis                ,English   ,USA                 ,R             ,40000000.0   ,2000.0    ,941.0                 ,5.1       ,2.35        ,394.0
1132,Color          ,John Hamburg                    ,105.0   ,257.0                 ,Jon Favreau                 ,24000.0               ,71347010.0 ,Comedy|Romance                                                  ,Oliver Hudson              ,10446.0        ,Carlease Burke               ,English   ,USA                 ,PG-13         ,40000000.0   ,1999.0    ,322.0                 ,5.3       ,1.85        ,279.0
1133,Color          ,Bobby Farrelly                  ,114.0   ,398.0                 ,Bruce McGill                ,700.0                 ,70836296.0 ,Comedy|Drama|Fantasy|Romance                                    ,Marlon Brando              ,26051.0        ,Marco Hofschneider           ,English   ,USA                 ,PG-13         ,40000000.0   ,1996.0    ,368.0                 ,4.4       ,2.35        ,0.0
1134,Black and White,Oliver Stone                    ,206.0   ,4.0                   ,Jay O. Sanders              ,433.0                 ,70405498.0 ,Drama|History|Thriller                                          ,Catherine Deneuve          ,12856.0        ,Stephen Rea                  ,English   ,Germany             ,PG-13         ,40000000.0   ,2001.0    ,931.0                 ,4.7       ,2.35        ,299.0
1135,Color          ,John Whitesell                  ,99.0    ,633.0                 ,Nia Long                    ,17000.0               ,70163652.0 ,Comedy|Crime                                                    ,Natalie Portman            ,84357.0        ,Benedict Cumberbatch         ,English   ,UK                  ,PG-13         ,35000000.0   ,2008.0    ,19000.0               ,6.7       ,1.85        ,0.0
1136,Color          ,Gore Verbinski                  ,123.0   ,8000.0                ,Brad Pitt                   ,24000.0               ,66808615.0 ,Adventure|Comedy|Crime|Romance                                  ,Keanu Reeves               ,70292.0        ,Frank Langella               ,English   ,USA                 ,PG-13         ,40000000.0   ,2001.0    ,9000.0                ,6.7       ,1.85        ,8000.0
1137,Color          ,Angelina Jolie Pitt             ,137.0   ,465.0                 ,Jack O'Connell              ,769.0                 ,115603980.0,Biography|Drama|Sport|War                                       ,Stephen Rea                ,37412.0        ,William Ragsdale             ,English   ,USA                 ,R             ,40000000.0   ,2007.0    ,253.0                 ,5.7       ,2.35        ,0.0
1138,Color          ,Burr Steers                     ,102.0   ,651.0                 ,Hunter Parrish              ,2000.0                ,64149837.0 ,Comedy|Drama|Family|Fantasy|Romance                             ,Robert De Niro             ,67797.0        ,David Proval                 ,English   ,USA                 ,R             ,500000.0     ,1973.0    ,926.0                 ,7.4       ,1.85        ,0.0
