color          ,director_name                   ,duration,actor_3_facebook_likes,actor_2_name                ,actor_1_facebook_likes,gross    ,genres                                                          ,actor_1_name               ,num_voted_users,actor_3_name                 ,language  ,country             ,content_rating,budget     ,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Color          ,Phil Lord                       ,109     ,839                   ,Dax Flame                   ,17000                 ,138447667,Action|Comedy|Crime                                             ,Dennis Quaid               ,127528         ,William Hurt                 ,English   ,USA                 ,PG-13         ,40000000   ,2008      ,897                   ,6.6       ,2.35        ,0
Color          ,Roger Michell                   ,124     ,427                   ,Clarke Peters               ,8000                  ,116006080,Comedy|Drama|Romance                                            ,J.K. Simmons               ,166194         ,Jane Curtin                  ,English   ,USA                 ,R             ,40000000   ,2009      ,4000                  ,7.1       ,1.85        ,0
Color          ,Peter Lord                      ,84      ,206                   ,Miranda Richardson          ,579                   ,106793915,Adventure|Animation|Comedy|Drama|Family                         ,Jason Alexander            ,109445         ,Susan Ward                   ,English   ,USA                 ,PG-13         ,40000000   ,2001      ,655                   ,5.9       ,1.85        ,0
Color          ,John Hamburg                    ,90      ,650                   ,Masi Oka                    ,22000                 ,87856565 ,Comedy|Romance                                                  ,Sally Kirkland             ,113472         ,Cheryl Penland               ,English   ,France              ,R             ,40000000   ,1991      ,256                   ,8         ,2.35        ,0
Color          ,Reginald Hudlin                 ,117     ,547                   ,Eartha Kitt                 ,723                   ,70100000 ,Comedy|Drama|Romance                                            ,Chloë Grace Moretz         ,31968          ,Marisol Nichols              ,English   ,USA                 ,PG-13         ,40000000   ,2006      ,826                   ,4.6       ,1.85        ,663
Color          ,Paul Feig                       ,123     ,749                   ,William Xifaras             ,975                   ,159578352,Action|Comedy|Crime                                             ,J.K. Simmons               ,87351          ,Julia Roberts                ,English   ,USA                 ,R             ,34000000   ,2001      ,11000                 ,6.1       ,2.35        ,2000
Color          ,Joseph L. Mankiewicz            ,251     ,595                   ,Richard Burton              ,940                   ,57750000 ,Biography|Drama|History|Romance                                 ,Finn Wittrock              ,103589         ,Alex Russell                 ,English   ,USA                 ,PG-13         ,65000000   ,2014      ,698                   ,7.2       ,2.35        ,35000
Color          ,Frank Coraci                    ,105     ,491                   ,Reggie Lee                  ,4000                  ,45290318 ,Action|Comedy|Sport                                             ,Matthew Perry              ,146899         ,Thomas Lennon                ,English   ,USA                 ,PG-13         ,20000000   ,2009      ,2000                  ,6.4       ,2.35        ,0
Color          ,Carl Franklin                   ,115     ,505                   ,Adam Scott                  ,11000                 ,41543207 ,Crime|Drama|Mystery|Thriller                                    ,Don Johnson                ,104481         ,David Thornton               ,English   ,USA                 ,PG-13         ,40000000   ,2014      ,971                   ,6         ,2.35        ,16000
Color          ,Barbra Streisand                ,122     ,292                   ,Austin Pendleton            ,12000                 ,41252428 ,Comedy|Drama|Romance                                            ,Krista Allen               ,75345          ,Shantel VanSanten            ,English   ,USA                 ,R             ,40000000   ,2009      ,137000                ,5.2       ,2.35        ,0
Color          ,Mark Pellington                 ,119     ,395                   ,Will Patton                 ,650                   ,35228696 ,Drama|Horror|Mystery|Thriller                                   ,Tom Hanks                  ,178118         ,Amy Ryan                     ,English   ,USA                 ,PG-13         ,40000000   ,2015      ,535                   ,7.6       ,2.35        ,55000
Color          ,Larry Charles                   ,81      ,412                   ,Elton John                  ,468                   ,59992760 ,Comedy                                                          ,Joaquim de Almeida         ,86902          ,Sam Jaeger                   ,English   ,USA                 ,PG-13         ,40000000   ,2001      ,563                   ,6.4       ,2.35        ,0
Color          ,John Glen                       ,133     ,275                   ,Talisa Soto                 ,683                   ,34667015 ,Action|Adventure|Thriller                                       ,Pink                       ,147317         ,Lino Facioli                 ,English   ,USA                 ,R             ,           ,2010      ,719                   ,6.4       ,1.85        ,12000
Color          ,Catherine Hardwicke             ,100     ,913                   ,Billy Burke                 ,10000                 ,37652565 ,Fantasy|Horror|Mystery|Thriller                                 ,Lisa Ann Walter            ,35508          ,Omar Benson Miller           ,English   ,USA                 ,PG-13         ,50000000   ,2004      ,593                   ,6.1       ,1.85        ,0
Color          ,John Herzfeld                   ,120     ,808                   ,Charlize Theron             ,22000                 ,24375436 ,Action|Crime|Drama|Thriller                                     ,Kirsten Dunst              ,77415          ,Robert Picardo               ,English   ,USA                 ,PG-13         ,40000000   ,1998      ,835                   ,6.1       ,2.35        ,0
Color          ,Annabel Jankel                  ,104     ,687                   ,Fisher Stevens              ,5000                  ,20915465 ,Adventure|Comedy|Family|Fantasy|Sci-Fi                          ,Michael Jai White          ,52805          ,Miko Hughes                  ,English   ,USA                 ,R             ,40000000   ,1997      ,2000                  ,5.2       ,1.85        ,0
Color          ,Andrew Niccol                   ,122     ,16                    ,Jeremy Crutchley            ,12000                 ,24127895 ,Crime|Drama|Thriller                                            ,Henry Cavill               ,104991         ,Michael Wincott              ,English   ,UK                  ,PG-13         ,35000000   ,2002      ,1000                  ,7.7       ,1.85        ,0
Black and White,Yimou Zhang                     ,80      ,576                   ,Tony Chiu Wai Leung         ,5000                  ,84961    ,Action|Adventure|History                                        ,Matthew McConaughey        ,173848         ,Frances Fisher               ,English   ,USA                 ,R             ,40000000   ,2011      ,980                   ,7.3       ,2.35        ,25000
Color          ,Julie Anne Robinson             ,91      ,497                   ,Debbie Reynolds             ,922                   ,26404753 ,Action|Comedy|Crime|Romance|Thriller                            ,Liam Neeson                ,210542         ,Aidan Quinn                  ,English   ,UK                  ,PG-13         ,30000000   ,2011      ,903                   ,6.9       ,2.35        ,29000
Color          ,Evan Goldberg                   ,112     ,365                   ,Randall Park                ,11000                 ,6105175  ,Comedy                                                          ,Christian Bale             ,844052         ,Scarlett Johansson           ,English   ,USA                 ,PG-13         ,40000000   ,2006      ,20000                 ,8.5       ,2.35        ,49000
Color          ,Sngmoo Lee                      ,100     ,433                   ,Dong-gun Jang               ,624                   ,5664251  ,Action|Fantasy|Western                                          ,Kevin Spacey               ,114294         ,Lindsay Sloane               ,English   ,USA                 ,R             ,42000000   ,2014      ,11000                 ,6.3       ,2.35        ,12000
Black and White,                                ,30      ,253                   ,Gavin MacLeod               ,870                   ,         ,Comedy|War                                                      ,Brendan Fraser             ,20615          ,Jonathan Morgan Heit         ,English   ,USA                 ,PG            ,40000000   ,2013      ,190                   ,5.9       ,2.35        ,0
Color          ,Jean-Pierre Jeunet              ,105     ,52                    ,Dany Boon                   ,1000                  ,1260917  ,Action|Comedy|Crime                                             ,Rudy Youngblood            ,236000         ,Jonathan Brewer              ,Maya      ,USA                 ,R             ,40000000   ,2006      ,78                    ,7.8       ,1.85        ,14000
Color          ,Curtis Hanson                   ,110     ,196                   ,Omar Benson Miller          ,1000                  ,116724075,Drama|Music                                                     ,Joe Don Baker              ,69457          ,Art Malik                    ,English   ,UK                  ,PG            ,30000000   ,1987      ,244                   ,6.7       ,2.35        ,0
Color          ,Jamel Debbouze                  ,101     ,6                     ,Youssef Hajdi               ,326                   ,         ,Adventure|Animation|Comedy|Family                               ,Topher Grace               ,171418         ,Derek Mears                  ,English   ,USA                 ,R             ,40000000   ,2010      ,1000                  ,6.4       ,2.35        ,17000
Color          ,Brian Helgeland                 ,144     ,996                   ,Rufus Sewell                ,13000                 ,56083966 ,Action|Adventure|Romance                                        ,Brian Dennehy              ,7900           ,Roscoe Lee Browne            ,English   ,USA                 ,PG            ,40000000   ,1986      ,568                   ,5.9       ,2.35        ,263
Color          ,Gordon Chan                     ,108     ,96                    ,Lee Evans                   ,687                   ,22108977 ,Action|Comedy|Fantasy                                           ,Johnny Depp                ,147504         ,Timothy Hutton               ,English   ,USA                 ,PG-13         ,40000000   ,2004      ,534                   ,6.6       ,2.35        ,0
Color          ,M. Night Shyamalan              ,107     ,766                   ,Haley Joel Osment           ,13000                 ,293501675,Drama|Mystery|Thriller                                          ,Keanu Reeves               ,114321         ,Ebon Moss-Bachrach           ,English   ,USA                 ,PG            ,40000000   ,2006      ,426                   ,6.8       ,2.35        ,0
Color          ,Asger Leth                      ,102     ,54                    ,Mandy Gonzalez              ,107                   ,18600911 ,Action|Crime|Thriller                                           ,Gena Rowlands              ,87447          ,Joy Bryant                   ,English   ,USA                 ,PG-13         ,43000000   ,2005      ,351                   ,6.5       ,2.35        ,0
Color          ,David Frankel                   ,100     ,296                   ,Kevin Pollak                ,734                   ,7204138  ,Comedy                                                          ,Jennifer Garner            ,37398          ,Common                       ,English   ,USA                 ,PG            ,25000000   ,2012      ,2000                  ,6.6       ,1.85        ,11000
Color          ,John G. Avildsen                ,126     ,225                   ,William Zabka               ,668                   ,90800000 ,Action|Drama|Family|Sport                                       ,Busy Philipps              ,54421          ,Kevin Sussman                ,English   ,USA                 ,PG-13         ,40000000   ,2008      ,689                   ,5.8       ,2.35        ,3000
Color          ,David O. Russell                ,138     ,14000                 ,Christian Bale              ,34000                 ,150117807,Crime|Drama                                                     ,Johnny Cannizzaro          ,25465          ,Scott Vance                  ,English   ,USA                 ,R             ,40000000   ,2014      ,413                   ,6.9       ,2.35        ,16000
Color          ,Anne Fletcher                   ,108     ,723                   ,Denis O'Hare                ,16000                 ,163947053,Comedy|Drama|Romance                                            ,Matt Damon                 ,46221          ,Virginia Madsen              ,English   ,USA                 ,PG-13         ,40000000   ,1997      ,936                   ,7.1       ,2.35        ,0
Color          ,Bruce Beresford                 ,105     ,298                   ,Annabeth Gish               ,984                   ,116735231,Crime|Mystery|Thriller                                          ,Robert Downey Jr.          ,89557          ,Bernard Hill                 ,English   ,USA                 ,R             ,40000000   ,2003      ,534                   ,5.8       ,1.85        ,0
Color          ,Robert Zemeckis                 ,108     ,690                   ,Jeffrey Weissman            ,1000                  ,118500000,Adventure|Comedy|Sci-Fi                                         ,Anthony Hopkins            ,56509          ,Matthew McConaughey          ,English   ,USA                 ,R             ,36000000   ,1997      ,11000                 ,7.2       ,1.85        ,0
Color          ,Luc Besson                      ,89      ,903                   ,Morgan Freeman              ,19000                 ,126546825,Action|Sci-Fi|Thriller                                          ,Lorraine Bracco            ,17443          ,Sean Connery                 ,English   ,USA                 ,PG-13         ,40000000   ,1992      ,47                    ,6         ,2.35        ,694
Color          ,Sam Taylor-Johnson              ,129     ,716                   ,Luke Grimes                 ,1000                  ,166147885,Drama|Romance                                                   ,Sam Trammell               ,92789          ,Ian Whyte                    ,English   ,USA                 ,R             ,40000000   ,2007      ,741                   ,4.7       ,2.35        ,0
Color          ,Robert Rodriguez                ,84      ,2000                  ,Salma Hayek                 ,13000                 ,111760631,Action|Adventure|Comedy|Family|Sci-Fi                           ,Macaulay Culkin            ,49612          ,Jonathan Hyde                ,English   ,USA                 ,PG            ,40000000   ,1994      ,450                   ,5.2       ,1.85        ,0
Color          ,Joel Schumacher                 ,149     ,1000                  ,Matthew McConaughey         ,18000                 ,108706165,Crime|Drama|Thriller                                            ,J.K. Simmons               ,20201          ,Elaine Stritch               ,English   ,USA                 ,PG-13         ,40000000   ,2000      ,1000                  ,5.5       ,1.85        ,0
Color          ,Shawn Levy                      ,94      ,597                   ,Alyson Stoner               ,3000                  ,138614544,Comedy|Family                                                   ,Brad Garrett               ,81334          ,Haley Bennett                ,English   ,USA                 ,PG-13         ,           ,2007      ,690                   ,6.5       ,1.85        ,0
Color          ,Peter Berg                      ,121     ,127                   ,Scott Elrod                 ,480                   ,125069696,Action|Biography|Drama|Thriller|War                             ,Bobby Lee                  ,192462         ,Jeremy Owen                  ,English   ,USA                 ,R             ,40000000   ,2011      ,61                    ,7         ,2.35        ,42000
Black and White,Penny Marshall                  ,128     ,251                   ,Lori Petty                  ,15000                 ,107458785,Comedy|Drama|Sport                                              ,Miriam Margolyes           ,30394          ,Julene Renee                 ,English   ,USA                 ,PG-13         ,40000000   ,2012      ,358                   ,5.8       ,2.35        ,0
Color          ,James Wan                       ,134     ,336                   ,Frances O'Connor            ,1000                  ,102310175,Horror|Mystery|Thriller                                         ,Alison Brie                ,104119         ,Shenae Grimes-Beech          ,English   ,USA                 ,R             ,40000000   ,2011      ,741                   ,6.2       ,2.35        ,26000
Color          ,David Fincher                   ,120     ,81                    ,Dustin Fitzsimons           ,10000                 ,96917897 ,Biography|Drama                                                 ,Nicolas Cage               ,104564         ,Anthony Heald                ,English   ,Germany             ,R             ,40000000   ,1999      ,638                   ,6.5       ,2.35        ,0
Color          ,Ken Kwapis                      ,129     ,49                    ,Sabrina Revelle             ,97                    ,93952276 ,Comedy|Drama|Romance                                            ,Michael Wincott            ,68159          ,Kathleen Quinlan             ,English   ,USA                 ,R             ,38000000   ,1991      ,576                   ,7.2       ,2.35        ,0
Color          ,David Zucker                    ,89      ,807                   ,Carmen Electra              ,2000                  ,90703745 ,Comedy                                                          ,James Wilcox               ,84382          ,Nat Faxon                    ,English   ,USA                 ,R             ,40000000   ,2014      ,392                   ,5.1       ,1.85        ,0
Color          ,Wes Craven                      ,116     ,71                    ,Roger Jackson               ,287                   ,89138076 ,Horror|Mystery                                                  ,Adam Arkin                 ,10132          ,Jesse James                  ,English   ,Germany             ,PG-13         ,60000000   ,2000      ,258                   ,4.7       ,1.85        ,390
Color          ,Robert Zemeckis                 ,118     ,690                   ,Jeffrey Weissman            ,1000                  ,87666629 ,Adventure|Comedy|Sci-Fi|Western                                 ,Emma Bell                  ,83788          ,Courtney B. Vance            ,English   ,USA                 ,R             ,40000000   ,2011      ,682                   ,5.9       ,2.35        ,20000
Color          ,Etan Cohen                      ,107     ,723                   ,Alison Brie                 ,8000                  ,90353764 ,Comedy|Crime                                                    ,Jeanne Tripplehorn         ,29968          ,Vincent Pastore              ,English   ,UK                  ,PG-13         ,40000000   ,1999      ,683                   ,5.8       ,1.85        ,445
Color          ,Francis Ford Coppola            ,155     ,10000                 ,Anthony Hopkins             ,18000                 ,82522790 ,Fantasy|Horror|Romance                                          ,Kevin Spacey               ,95860          ,Angie Dickinson              ,English   ,USA                 ,PG-13         ,40000000   ,2000      ,3000                  ,7.2       ,1.85        ,16000
Color          ,Nora Ephron                     ,123     ,923                   ,Mary Lynn Rajskub           ,11000                 ,94125426 ,Biography|Drama|Romance                                         ,Jimmy Fallon               ,36223          ,Ione Skye                    ,English   ,USA                 ,PG-13         ,30000000   ,2005      ,299                   ,6.2       ,2.35        ,0
Color          ,Brian Helgeland                 ,128     ,898                   ,Christopher Meloni          ,11000                 ,95001343 ,Biography|Drama|Sport                                           ,Bruce Dinsmore             ,8495           ,Daniel Brochu                ,English   ,Canada              ,TV-Y          ,           ,          ,21                    ,7.4       ,1.33        ,301
Color          ,Anthony Minghella               ,139     ,1000                  ,Matt Damon                  ,22000                 ,81292135 ,Crime|Drama|Thriller                                            ,Lisa Ann Walter            ,50199          ,Matt Walsh                   ,English   ,USA                 ,PG-13         ,40000000   ,2008      ,613                   ,5.7       ,2.35        ,702
Color          ,Bobby Farrelly                  ,109     ,839                   ,Kathleen Turner             ,13000                 ,86208010 ,Comedy                                                          ,Liam Neeson                ,136093         ,Seth MacFarlane              ,English   ,USA                 ,R             ,40000000   ,2014      ,9000                  ,6.1       ,2.35        ,24000
Color          ,Frank Marshall                  ,120     ,249                   ,Bruce Greenwood             ,23000                 ,81593527 ,Adventure|Drama|Family                                          ,Jonathan Winters           ,18723          ,John Kapelos                 ,English   ,USA                 ,PG-13         ,25000000   ,1994      ,595                   ,6         ,1.85        ,0
Color          ,Nancy Meyers                    ,121     ,808                   ,Anne Hathaway               ,22000                 ,75274748 ,Comedy|Drama                                                    ,Tom Hanks                  ,81298          ,Stephen Henderson            ,English   ,USA                 ,PG-13         ,40000000   ,2011      ,467                   ,6.9       ,2.35        ,39000
Color          ,Tim Story                       ,102     ,655                   ,Nadine Velazquez            ,2000                  ,90835030 ,Action|Comedy                                                   ,Noah Bean                  ,58871          ,Vanessa Aspillaga            ,English   ,USA                 ,PG-13         ,40000000   ,2010      ,117                   ,6.5       ,2.35        ,0
Color          ,Michael Mann                    ,117     ,322                   ,Terry Kinney                ,855                   ,72455275 ,Action|Adventure|Drama|Romance|War                              ,50 Cent                    ,35834          ,Marc John Jefferies          ,English   ,USA                 ,R             ,40000000   ,2005      ,1000                  ,5         ,2.35        ,0
Color          ,Taylor Hackford                 ,178     ,748                   ,Curtis Armstrong            ,904                   ,75305995 ,Biography|Drama|Music                                           ,Michael Biehn              ,25346          ,Anne Archer                  ,English   ,USA                 ,R             ,40000000   ,2000      ,1000                  ,5.7       ,2.35        ,470
Black and White,Frank Miller                    ,147     ,175                   ,Powers Boothe               ,3000                  ,74098862 ,Crime|Thriller                                                  ,Rosario Dawson             ,41685          ,Jesse L. Martin              ,English   ,USA                 ,PG-13         ,40000000   ,2005      ,1000                  ,7         ,2.35        ,3000
Color          ,Pete Travis                     ,90      ,882                   ,Edgar Ramírez               ,2000                  ,72266306 ,Crime|Drama|Mystery|Thriller                                    ,Rufus Sewell               ,12093          ,Angela Bettis                ,English   ,USA                 ,R             ,40000000   ,2000      ,941                   ,5.1       ,2.35        ,394
Color          ,John Hamburg                    ,105     ,257                   ,Jon Favreau                 ,24000                 ,71347010 ,Comedy|Romance                                                  ,Oliver Hudson              ,10446          ,Carlease Burke               ,English   ,USA                 ,PG-13         ,40000000   ,1999      ,322                   ,5.3       ,1.85        ,279
Color          ,Bobby Farrelly                  ,114     ,398                   ,Bruce McGill                ,700                   ,70836296 ,Comedy|Drama|Fantasy|Romance                                    ,Marlon Brando              ,26051          ,Marco Hofschneider           ,English   ,USA                 ,PG-13         ,40000000   ,1996      ,368                   ,4.4       ,2.35        ,0
Black and White,Oliver Stone                    ,206     ,4                     ,Jay O. Sanders              ,433                   ,70405498 ,Drama|History|Thriller                                          ,Catherine Deneuve          ,12856          ,Stephen Rea                  ,English   ,Germany             ,PG-13         ,40000000   ,2001      ,931                   ,4.7       ,2.35        ,299
Color          ,John Whitesell                  ,99      ,633                   ,Nia Long                    ,17000                 ,70163652 ,Comedy|Crime                                                    ,Natalie Portman            ,84357          ,Benedict Cumberbatch         ,English   ,UK                  ,PG-13         ,35000000   ,2008      ,19000                 ,6.7       ,1.85        ,0
Color          ,Gore Verbinski                  ,123     ,8000                  ,Brad Pitt                   ,24000                 ,66808615 ,Adventure|Comedy|Crime|Romance                                  ,Keanu Reeves               ,70292          ,Frank Langella               ,English   ,USA                 ,PG-13         ,40000000   ,2001      ,9000                  ,6.7       ,1.85        ,8000
Color          ,Angelina Jolie Pitt             ,137     ,465                   ,Jack O'Connell              ,769                   ,115603980,Biography|Drama|Sport|War                                       ,Stephen Rea                ,37412          ,William Ragsdale             ,English   ,USA                 ,R             ,40000000   ,2007      ,253                   ,5.7       ,2.35        ,0
Color          ,Burr Steers                     ,102     ,651                   ,Hunter Parrish              ,2000                  ,64149837 ,Comedy|Drama|Family|Fantasy|Romance                             ,Robert De Niro             ,67797          ,David Proval                 ,English   ,USA                 ,R             ,500000     ,1973      ,926                   ,7.4       ,1.85        ,0
Color          ,Nick Cassavetes                 ,109     ,119                   ,Kate Upton                  ,982                   ,83906114 ,Comedy|Romance                                                  ,Ed Begley Jr.              ,13830          ,Lillo Brancato               ,English   ,USA                 ,PG-13         ,40000000   ,1994      ,754                   ,6.1       ,1.85        ,680
Color          ,David R. Ellis                  ,82      ,748                   ,Andrew Fiscella             ,164000                ,66466372 ,Horror                                                          ,Jordi Mollà                ,76498          ,Jesse Borrego                ,English   ,France              ,PG-13         ,40000000   ,2011      ,738                   ,6.4       ,2.35        ,15000
Color          ,Steven Spielberg                ,142     ,423                   ,Mark Rylance                ,15000                 ,72306065 ,Drama|History|Thriller                                          ,Gary Oldman                ,11156          ,Eric Idle                    ,English   ,USA                 ,G             ,40000000   ,1998      ,908                   ,6.2       ,1.85        ,0
Color          ,John Moore                      ,106     ,389                   ,David Keith                 ,578                   ,59068786 ,Action|Drama|Thriller|War                                       ,Robert De Niro             ,21319          ,John Doman                   ,English   ,USA                 ,R             ,60000000   ,2002      ,11000                 ,6.2       ,2.35        ,416
Color          ,Nicholas Stoller                ,114     ,177                   ,Mario Lopez                 ,836                   ,60923325 ,Comedy|Music                                                    ,Mira Sorvino               ,11232          ,Steven Weber                 ,English   ,USA                 ,PG-13         ,60000000   ,1999      ,886                   ,5.9       ,1.85        ,0
Color          ,Peter Chelsom                   ,106     ,418                   ,Nick Cannon                 ,1000                  ,57887882 ,Comedy|Drama|Romance                                            ,Dane Cook                  ,23747          ,Christina Milian             ,English   ,USA                 ,PG-13         ,40000000   ,2004      ,1000                  ,4         ,2.35        ,0
Color          ,Joe Dante                       ,108     ,823                   ,Denis Leary                 ,4000                  ,53955614 ,Action|Adventure|Comedy|Family|Sci-Fi                           ,Al Pacino                  ,16741          ,Bridget Fonda                ,English   ,USA                 ,R             ,40000000   ,1996      ,940                   ,6.2       ,1.85        ,309
Color          ,Mark A.Z. Dippé                 ,98      ,968                   ,Frank Welker                ,2000                  ,54967359 ,Action|Horror                                                   ,Bobbie Phillips            ,49874          ,Robert Davi                  ,English   ,France              ,NC-17         ,45000000   ,1995      ,893                   ,4.6       ,2.35        ,0
Color          ,Kevin Reynolds                  ,131     ,720                   ,James Frain                 ,15000                 ,54228104 ,Action|Adventure|Drama|Romance|Thriller                         ,Kirsten Dunst              ,79892          ,Rip Torn                     ,English   ,USA                 ,PG-13         ,40000000   ,2006      ,887                   ,6.4       ,1.85        ,0
Color          ,Brad Furman                     ,118     ,638                   ,Margarita Levieva           ,11000                 ,57981889 ,Crime|Drama|Thriller                                            ,Nicolas Cage               ,14226          ,Philip Baker Hall            ,English   ,USA                 ,R             ,40000000   ,1995      ,975                   ,5.9       ,1.85        ,555
Color          ,Jaume Collet-Serra              ,113     ,767                   ,Frank Langella              ,14000                 ,61094903 ,Action|Mystery|Thriller                                         ,Sylvester Stallone         ,27305          ,Lauren Lee Smith             ,English   ,USA                 ,R             ,40000000   ,2000      ,530                   ,5.1       ,2.35        ,604
Color          ,Christopher Nolan               ,130     ,19000                 ,Hugh Jackman                ,23000                 ,53082743 ,Drama|Mystery|Sci-Fi|Thriller                                   ,Naomi Watts                ,145270         ,Oaklee Pendergast            ,English   ,Spain               ,PG-13         ,45000000   ,2012      ,382                   ,7.6       ,2.35        ,54000
Color          ,Sean Anders                     ,116     ,465                   ,Christoph Waltz             ,18000                 ,54414716 ,Comedy|Crime                                                    ,Carol Kane                 ,8692           ,Isabelle Adjani              ,English   ,USA                 ,PG-13         ,51000000   ,1987      ,631                   ,4.2       ,1.85        ,754
Color          ,Cal Brunker                     ,89      ,91                    ,Paul Scheer                 ,3000                  ,57011847 ,Adventure|Animation|Comedy|Family|Sci-Fi                        ,Bill Murray                ,139114         ,Helen McCrory                ,English   ,USA                 ,PG            ,40000000   ,2009      ,11000                 ,7.8       ,1.85        ,15000
Color          ,Mel Gibson                      ,139     ,19                    ,Dalia Hernández             ,708                   ,50859889 ,Action|Adventure|Drama|Thriller                                 ,Angelina Jolie Pitt        ,19364          ,James Gammon                 ,English   ,USA                 ,PG-13         ,40000000   ,2002      ,944                   ,5.8       ,2.35        ,835
Color          ,John Glen                       ,130     ,162                   ,Desmond Llewelyn            ,387                   ,51185897 ,Action|Adventure|Thriller                                       ,Richard Epcar              ,17365          ,Patricia Heaton              ,English   ,USA                 ,PG-13         ,40000000   ,1992      ,658                   ,5.9       ,2.35        ,630
Color          ,Nimród Antal                    ,107     ,520                   ,Alice Braga                 ,2000                  ,52000688 ,Action|Adventure|Sci-Fi|Thriller                                ,Mathieu Kassovitz          ,534262         ,Isabelle Nanty               ,French    ,France              ,R             ,77000000   ,2001      ,326                   ,8.4       ,2.35        ,39000
Color          ,Ivan Reitman                    ,116     ,204                   ,Debra Winger                ,954                   ,49851591 ,Comedy|Crime|Romance                                            ,Mary-Kate Olsen            ,17722          ,Riley Smith                  ,English   ,USA                 ,PG            ,30000000   ,2004      ,799                   ,4.8       ,1.85        ,849
Color          ,David Koepp                     ,96      ,501                   ,Charles S. Dutton           ,40000                 ,47781388 ,Mystery|Thriller                                                ,Omar Epps                  ,43442          ,Jane Krakowski               ,English   ,UK                  ,R             ,60000000   ,2004      ,826                   ,6.2       ,1.85        ,0
Color          ,Alejandro Agresti               ,99      ,211                   ,Dylan Walsh                 ,18000                 ,52320979 ,Drama|Fantasy|Romance                                           ,Ted Danson                 ,15231          ,Andrew Daly                  ,English   ,USA                 ,PG            ,40000000   ,2012      ,596                   ,6.5       ,2.35        ,0
Black and White,Iain Softley                    ,104     ,280                   ,Deneen Tyler                ,545                   ,47806295 ,Horror|Mystery|Thriller                                         ,Alexa PenaVega             ,10413          ,Jonathan Jackson             ,English   ,USA                 ,PG-13         ,40000000   ,1999      ,642                   ,6.3       ,1.85        ,579
Color          ,Peter Hedges                    ,105     ,988                   ,Odeya Rush                  ,3000                  ,51853450 ,Comedy|Drama|Family|Fantasy                                     ,Natascha McElhone          ,17309          ,Udo Kier                     ,English   ,UK                  ,R             ,42000000   ,2002      ,886                   ,3.3       ,2.35        ,612
Color          ,Paul Weiland                    ,101     ,681                   ,Beau Garrett                ,1000                  ,46012734 ,Comedy|Romance                                                  ,Josh Hutcherson            ,35990          ,Patrick Fugit                ,English   ,USA                 ,PG-13         ,40000000   ,2009      ,4000                  ,5.9       ,2.35        ,0
Color          ,Clint Eastwood                  ,134     ,235                   ,Steve Schirripa             ,880                   ,47034272 ,Biography|Drama|Music|Musical                                   ,Daniel Radcliffe           ,28618          ,Daniel Mays                  ,English   ,USA                 ,PG-13         ,40000000   ,2015      ,1000                  ,6         ,2.35        ,11000
Color          ,Francis Ford Coppola            ,135     ,913                   ,Dean Stockwell              ,13000                 ,45856732 ,Crime|Drama|Thriller                                            ,Justin Theroux             ,46205          ,Harvey Fierstein             ,English   ,USA                 ,PG-13         ,40000000   ,2003      ,627                   ,5.8       ,1.85        ,0
Color          ,Mathieu Kassovitz               ,98      ,416                   ,Charles S. Dutton           ,21000                 ,59588068 ,Horror|Mystery|Thriller                                         ,Bernie Mac                 ,7794           ,Mike Epps                    ,English   ,USA                 ,R             ,           ,2008      ,760                   ,6.5       ,2.35        ,866
Color          ,Steven Spielberg                ,155     ,11000                 ,Morgan Freeman              ,12000                 ,44175394 ,Drama|History                                                   ,M. Emmet Walsh             ,2933           ,Anne Archer                  ,English   ,UK                  ,PG            ,36000000   ,1980      ,372                   ,4.7       ,2.35        ,328
Color          ,John McTiernan                  ,106     ,0                     ,José Wilker                 ,472                   ,45500797 ,Adventure|Drama|Romance                                         ,Michael Jai White          ,24216          ,Xander Berkeley              ,English   ,USA                 ,R             ,24000000   ,1999      ,577                   ,4.1       ,1.85        ,401
Color          ,Colin Strause                   ,102     ,473                   ,Johnny Lewis                ,1000                  ,41797066 ,Action|Horror|Sci-Fi|Thriller                                   ,Norman Reedus              ,121432         ,Eddie Rouse                  ,English   ,Germany             ,R             ,33000000   ,2009      ,2000                  ,6.8       ,2.35        ,10000
Color          ,Donald Petrie                   ,95      ,287                   ,John Larroquette            ,3000                  ,38087756 ,Comedy|Family                                                   ,Gary Dourdan               ,19986          ,Tim Guinee                   ,English   ,USA                 ,R             ,40000000   ,2001      ,1000                  ,6.2       ,1.85        ,892
Color          ,Joan Chen                       ,103     ,586                   ,Sam Trammell                ,24000                 ,37752931 ,Drama|Romance                                                   ,Rufus Sewell               ,4821           ,Rupert Graves                ,English   ,UK                  ,PG-13         ,40000000   ,2002      ,545                   ,4.5       ,2.35        ,158
Color          ,Marc Lawrence                   ,95      ,664                   ,Scott Porter                ,799                   ,50562555 ,Comedy|Music|Romance                                            ,Bridgette Wilson-Sampras   ,15130          ,John Aylward                 ,English   ,France              ,PG-13         ,40000000   ,2001      ,248                   ,5.8       ,2.35        ,565
